73,193.0,84.0,31.0,17.0,10.0,8.0,5.0,5.0,4.0,3.0
74,134.0,118.0,18.0,18.0,11.0,11.0,11.0,10.0,10.0,10.0
75,151.0,136.0,18.0,13.0,13.0,12.0,12.0,11.0,11.0,10.0
76,140.0,98.0,18.0,16.0,8.0,7.0,6.0,5.0,3.0,3.0
77,133.0,112.0,20.0,17.0,10.0,4.0,2.0,2.0,2.0,2.0
78,97.0,85.0,18.0,15.0,11.0,11.0,8.0,5.0,4.0,3.0
79,85.0,60.0,27.0,22.0,11.0,8.0,6.0,5.0,4.0,4.0
80,104.0,83.0,25.0,12.0,7.0,5.0,5.0,4.0,3.0,2.0
81,116.0,68.0,28.0,14.0,8.0,6.0,4.0,3.0,3.0,3.0
82,102.0,69.0,33.0,14.0,11.0,6.0,4.0,4.0,4.0,3.0
83,108.0,63.0,57.0,27.0,13.0,11.0,11.0,7.0,5.0,4.0
84,102.0,76.0,31.0,25.0,16.0,12.0,9.0,9.0,7.0,5.0
85,96.0,80.0,28.0,14.0,13.0,8.0,7.0,6.0,5.0,5.0
86,69.0,47.0,22.0,9.0,6.0,5.0,5.0,4.0,4.0,4.0
87,66.0,45.0,31.0,12.0,10.0,4.0,4.0,4.0,3.0,3.0
88,85.0,74.0,27.0,14.0,11.0,6.0,5.0,5.0,5.0,5.0
89,89.0,63.0,20.0,10.0,9.0,8.0,6.0,6.0,5.0,5.0
90,85.0,58.0,19.0,7.0,6.0,5.0,4.0,4.0,4.0,3.0
91,89.0,67.0,32.0,22.0,11.0,9.0,7.0,5.0,5.0,5.0
92,61.0,51.0,47.0,32.0,16.0,16.0,9.0,8.0,6.0,5.0
93,69.0,53.0,28.0,22.0,14.0,10.0,8.0,8.0,7.0,5.0
94,96.0,71.0,26.0,17.0,12.0,10.0,7.0,5.0,5.0,5.0
95,86.0,57.0,26.0,25.0,24.0,13.0,11.0,11.0,10.0,6.0
96,127.0,54.0,36.0,21.0,9.0,7.0,6.0,5.0,3.0,2.0
97,131.0,74.0,35.0,18.0,10.0,7.0,6.0,5.0,4.0,4.0
98,91.0,62.0,60.0,30.0,15.0,8.0,6.0,5.0,4.0,3.0
99,180.0,90.0,48.0,27.0,17.0,13.0,8.0,6.0,4.0,4.0
100,97.0,83.0,19.0,19.0,9.0,9.0,7.0,4.0,3.0,3.0
101,93.0,50.0,27.0,18.0,9.0,8.0,7.0,5.0,4.0,3.0
102,132.0,52.0,41.0,22.0,11.0,8.0,8.0,4.0,3.0,2.0
103,100.0,56.0,30.0,23.0,8.0,5.0,5.0,4.0,3.0,3.0
104,84.0,45.0,19.0,14.0,9.0,9.0,7.0,6.0,5.0,4.0
105,138.0,43.0,30.0,8.0,7.0,6.0,4.0,4.0,4.0,4.0
106,86.0,66.0,35.0,14.0,9.0,6.0,4.0,3.0,3.0,3.0
107,113.0,52.0,24.0,15.0,10.0,8.0,7.0,5.0,4.0,3.0
108,115.0,56.0,20.0,17.0,7.0,6.0,4.0,3.0,3.0,2.0
109,145.0,87.0,18.0,9.0,5.0,5.0,5.0,5.0,4.0,4.0
110,86.0,83.0,21.0,10.0,6.0,5.0,5.0,4.0,4.0,4.0
111,96.0,67.0,26.0,11.0,9.0,7.0,6.0,6.0,5.0,3.0
112,90.0,42.0,16.0,14.0,11.0,8.0,7.0,4.0,3.0,3.0
113,99.0,40.0,32.0,15.0,10.0,4.0,4.0,4.0,3.0,3.0
114,95.0,73.0,19.0,11.0,6.0,5.0,5.0,5.0,5.0,3.0
115,89.0,73.0,23.0,11.0,6.0,6.0,5.0,5.0,4.0,4.0
116,105.0,56.0,51.0,33.0,16.0,7.0,6.0,6.0,4.0,3.0
117,128.0,72.0,45.0,28.0,17.0,9.0,6.0,6.0,6.0,4.0
118,77.0,59.0,28.0,16.0,7.0,5.0,5.0,4.0,4.0,3.0
119,86.0,61.0,38.0,19.0,16.0,9.0,7.0,7.0,5.0,4.0
120,99.0,76.0,33.0,18.0,16.0,15.0,7.0,6.0,5.0,5.0
121,80.0,65.0,33.0,27.0,12.0,6.0,6.0,6.0,5.0,4.0
122,72.0,71.0,27.0,15.0,10.0,5.0,5.0,4.0,4.0,4.0
123,95.0,48.0,20.0,13.0,8.0,5.0,3.0,3.0,3.0,2.0
124,96.0,81.0,22.0,12.0,8.0,7.0,5.0,5.0,5.0,5.0
125,110.0,70.0,33.0,21.0,13.0,9.0,5.0,5.0,5.0,3.0
126,119.0,100.0,20.0,9.0,7.0,5.0,5.0,4.0,3.0,3.0
127,117.0,61.0,30.0,13.0,11.0,7.0,5.0,5.0,4.0,2.0
128,114.0,49.0,34.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0
129,88.0,56.0,49.0,14.0,6.0,6.0,5.0,5.0,5.0,4.0
130,111.0,78.0,18.0,16.0,9.0,5.0,4.0,4.0,4.0,4.0
131,95.0,55.0,25.0,13.0,11.0,7.0,6.0,6.0,4.0,3.0
132,89.0,61.0,17.0,15.0,9.0,5.0,4.0,4.0,3.0,2.0
133,77.0,52.0,27.0,11.0,9.0,8.0,8.0,7.0,7.0,7.0
134,80.0,78.0,18.0,13.0,9.0,5.0,4.0,4.0,4.0,3.0
135,88.0,74.0,30.0,17.0,10.0,9.0,4.0,4.0,4.0,4.0
136,72.0,56.0,28.0,14.0,11.0,10.0,6.0,5.0,5.0,5.0
137,71.0,41.0,21.0,9.0,6.0,4.0,3.0,3.0,3.0,3.0
138,85.0,62.0,29.0,29.0,7.0,6.0,5.0,4.0,3.0,3.0
139,83.0,44.0,24.0,9.0,8.0,7.0,6.0,5.0,5.0,3.0
140,70.0,48.0,26.0,15.0,7.0,7.0,6.0,5.0,5.0,4.0
141,91.0,54.0,31.0,12.0,11.0,5.0,3.0,3.0,3.0,2.0
142,94.0,51.0,24.0,9.0,8.0,7.0,7.0,5.0,3.0,3.0
143,80.0,45.0,18.0,11.0,10.0,9.0,7.0,6.0,6.0,5.0
144,99.0,60.0,30.0,12.0,11.0,6.0,5.0,5.0,5.0,4.0
145,81.0,46.0,13.0,9.0,7.0,7.0,5.0,5.0,5.0,3.0
146,66.0,37.0,28.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0
147,75.0,42.0,21.0,20.0,11.0,8.0,7.0,4.0,3.0,3.0
148,72.0,46.0,32.0,17.0,14.0,8.0,6.0,6.0,6.0,6.0
149,86.0,70.0,33.0,19.0,12.0,9.0,8.0,3.0,3.0,3.0
150,129.0,49.0,32.0,25.0,7.0,5.0,5.0,5.0,5.0,4.0
151,111.0,63.0,26.0,25.0,24.0,16.0,10.0,4.0,4.0,3.0
152,184.0,61.0,26.0,11.0,8.0,7.0,7.0,6.0,4.0,4.0
153,109.0,60.0,34.0,14.0,8.0,8.0,6.0,5.0,5.0,5.0
